English,Arabic
Phrenogastric,حجابي معدي
Phrenogastric,حجابي معدي
Phrenoglottic,حجابي مزماري
Phrenoglottic,حجابي مزماري
Phrenograph,مخطط الحجاب الحاجز
Phrenohepatic,حجابي كبدي
Phrenohepatic,حجابي كبدي
Phrenologist,خبير أو باحث في القوى العقلية
Phrenology,مبحث القوى العقلية. علم قيافة الدماغ
Phrenology,علم فراسة الدماغ
Phrenopasm,اعتقال الحجاب أو تشنجه
Phrenopathic,متعلق بالاعتلال العقلي
Phrenopathy,اعتلال عقلي
Phrenopathy,اعتلال عقلي
Phrenopericarditis,التهاب الحجاب والتأمور - التصاق التأمور الحجابي
Phrenopericarditis,التهاب الحجاب والتامور
Phrenoplegia,شلل الحجاب - فالج الحجاب. ذهول عقلي - شلل العقل
Phrenoplegia,شلل الحجاب - شلل العقل
Phrenoplenic,حجابي طحالي
Phrenoptosis,تدلي الحجاب - هبوط الحجاب
Phrenoptosis,تدلي الحجاب
Phrenosplenic,حجابي طحالي
Phrenotropic,منتح عقلي
Phrictopathic,مسبب رعشة. محدث قشعريرة
Phronema,مركز الفكر
Phronemophobia,رهبة التفكير
Phronetal,تفكيري - فكري
Phrynoderma,جلد ضفدعي
toadskin,جلد ضفدعي
Phthiriasis,قمل - تقمل - داء القمل
phtheiriasis,قمل - تقمل - داء القمل
Phthinode,معرض للسل
Phthinoid,نظير السل - سلاني
Phthiriophobia,رهبة القمل - الرعب من القمل
Phthirius,القمل
Phthirius pubis,قمل العانة
Phthirus,جنس القمل - القمل
Phthirus pubis,قمل العانة
Tisic,مصدور
phthisic,مسلول
Phthisic,مسلول - مسحوق
Phthisical,سحافي - سلي
Phthisicky,مصاب بالربو - مربوء
Phthisiogenesis,تكون السل - تولد السحاف
Phthisiogenic,مسبب السل
phthisiogenetic,مسبب السل
Phthisiogenetic,سلي المنشأ - مسبب السحاق
Phthisiologist,اختصاصي بالسل - اختصاصي بالسحاف
Phthisiologist,اختصاصي بالسل
Phthisiology,مبحث السل أو السحاف
Phthisiology,مبحث السل
Phthisiomania,الوجس من السل
Phthisiophobia,رهبة السحاف - الرعب من السل
Phthisiotherapeutical,متعلق بمعالجة السل
Phthisiotherapeutics,معالجة السل
phthisiotherapy,معالجة السل
Phthisiotherapeutics,مداوي السل
phthisiotherapist,مختص بالسل
Phthisiotherapy,معالجة السل - معالجة السحاف
Pulmonary phthisis,السل – سل رئوي - سحاف رئوي
Tisis,سل
phthisis,سحاف
Phthisis,سحاف - سل - هلاس
Phthisis,سل - سحاف
Phycochrome,خضار أشني
Phycology,مبحث الأشنة أو الألجا. مبحث الفوقس – الأعشاب البحرية
Phycomycetes,الفطور الأشنية – فطور الأعشاب البحرية
Phycomycetes,الفطور الأشنية
phycomycosis,فطر - طحلب
Phycomycosis,فطار أشني
Phycomycosis,فطار أشني
Phygogalactic,قامع اللبن - موقف إفراز اللبن
Phylacagogic,محرض المحصنات أو الواقيات ممنع
Phylacogen,مولد الواقيات - فيلاكوجين
phylactic,صان - حرس - حراسة
prophylactic,صان - حرس - حراسة
Phylactic,صوني - محصن
Phylaxin,فيلاكسن - صائن - حارس. ترياق
Phylaxiology,مبحث الوقاية - درس التحصين
Phylaxis,الصيانة - الحراسة – الدفاع ضد العدوى والإنتان - الحماية
Phyletic,قبيلي - شعبي
Phyllode,ورقي الشكل
Phyloanalysis,تحليل سلالي
Phylobiology,علم السلالة الأحيائي – تطبيق الطرق العلمية في ميادين التصرفات البشرية
Phylogeny,تطور السلالات – تاريخ نشوء السلالة
phylogenesis,نشوء الجنس
Phylogenesis,نشوء الجنس - تطور نشوء السلالة أو القبيلة
Phylogenesis,تطور النوع أو الجنس
Phylogenic,متعلق بتطوير السلالة
phylogenetic,يختص بنشوء القبيلة أو الجنس
Phylogeny,علم تطور السلالات
Phylogeny,تطور السلالة
Phylum,شعبة
Phylum,شعبة [ج: شعب]
Phyma,درنة - ورم جلدي - نامية جلدية - فيمة
Phyma,نامية جلدية - درنة
Phyma,فيمة (ورم جلدي)
Phymatiasis,التدرن
tuberculosis,الدرن
phymatiosis,السل
Phymatoid,درني الشكل - نظير الورم الجلدي
Phymatology,درس الأورام - مبحث الأدران
Phymatosis,دران - تعدد الأورام الدرنية
Phyrotropism,درقية - انحياز درقي
Physaliphorous,ذات جويفات
physaliferous,فقاعية
Physaliform,فقاعي الشكل - جويفي
Physaliphore,ناقلة الجويف - خلية جويفية
Physalis,جويف – خلية جوفية سرطانية
Physallization,التفقع - التجوف
Physaloptera,المجنحات الجوفية – ديدان حبلية
Physconia,تطبل البطن
physcony,تطبل البطن
Physeal,متعلق بالنمو
Physi-,"سابقة بمعنى ""فيزيائي"" أو ""فسيولوجي"""
physio-,"سابقة بمعنى ""فيزيائي"" أو ""فسيولوجي"""
Physiatrician,طبيب طبيعي
physiatrist,طبيب حكمي
Physiatry,التطبيب بالعوامل الطبيعية أو الحكمية
physiatrics,التطبيب بالعوامل الطبيعية أو الحكمية
Physiatrics,المداواة الطبيعية – تشخيص ومداواة المرض بالطرق الطبيعية الحكمية والآلية
physiatry,المداواة الطبيعية – تشخيص ومداواة المرض بالطرق الطبيعية الحكمية والآلية
Physiatrist,طبيب حكمي أو طبيعي
Physic,دواء. فن الطب
Physicotherapeutics,المعالجة الفيزيائية
physicotherapy,المعالجة الفيزيائية
physical therapy,المعالجة الفيزيائية
Physical,جثماني. فيزيائي - طبيعي - حكمي
Physical,علامة طبيعية
Physical,حكمي – فيزيائي – وظيفي – بدني – طبيعي – مادي
Physical,فيزيائي
Physical therapist,معالج فيزيائي
Physical therapy,معالجة فيزيائية – معالجة طبيعية
Physical properties,خواص طبيعية
Physical therapeutics,معالج فيزيائي
Physical therapy,معالجة فيزيائية
Physical prompts,التلقين الجسدي
Physical proximity,تقارب مكاني
Physical punishment,العقاب الجسدي
Physical quality,صفة بدنية
Physical reality,الوجود الخارجي
Physical therapy,العلاج الفيزيقي
Physicalism,المادية
Resident physician,طبيب مقيم
Physician,طبيب - نطاسي - آسٍ
Physician,طبيب
Physician,طبيب [ج: أطباء]
Physician,طبيب بشري
Physicist,عالم طبيعي أو فيزيائي
Physicochemical,طبيعي كيميائي
Physicogenic,حكمي الأصل - طبيعي المنشأ - فسيولوجي المنشأ
Physics,علم الفيزياء - الطبيعيات
Physics,الفيزياء
Physicum,فحص الطب الأولي
Physinosis,داء فيزيائي – إطلاقًا - داء مسبب عن العوامل الطبيعية
Physiochemical,متعلق بالكيمياء الفسيولوجية
Physiochemistry,الكيمياء الفسيولوجية
Physiochemistry,الكيمياء الفيزيولوجية
Physiocracy,سيادة المعالجة الطبيعية – ترك الطبيعة تأخذ مجراها
Physiognomic,فراسي
Physiognomist,فراس - قائف
Physiognomy,الفراسة. السحنة
Physiognomy,مبحث فراسة الوجه
Physiologic,وصفي طبيعي - فسيولوجي - سوي
Physiologic,فيزيولوجي - سوي
Physiologic,غريزي ـ فسيولوجي (نسبة لعلم وظائف الأعضاء)
physiological:,غريزي ـ فسيولوجي (نسبة لعلم وظائف الأعضاء)
Physiologic rest position,وضع الراحة الغريزي (الاسترخائي)
Physiological,فسيولوجي
Physiological,فيزيولوجي
Physiological solution,محلول فسيولوجي – لحفظ الأنسجة الحية
Physiological saline,الملحي الفيزيولوجي – محلول ملحي إسوي التوتر
Physiological saline,ملح غريزي
Physiological saline,الملحي الفيزيولوجي
Physiological psychology,علم النفس الفسيولوجي
Physiological shock,صدمة فسيولوجية
Physiologist,خبير بالفسيولوجية - عالم بوظائف الكائن الحي وأعضائه
Physiologist,اختصاصي بالفيزيولوجيا
Physiology,الفسيولوجية - علم وظائف الأعضاء
Physiology,علم الغرائز ـ مبحث الغريزة ـ علم وظائف الأعضاء ـ الفسيولوجية
Physiology,الفيزيولوجيا
Physiology,علم الفسيولوجيا
Physiolysis,انحلال طبيعي أو فسيولوجي
Physiomedicalism,المداواة بالعقاقير النباتية - المداواة الطبيعية
Physiometry,قياس الوظائف الفسيولوجية
Physioneurosis,عصاب فسيولوجي – أصلي حقيقي
Physionomy,علم النواميس الطبيعية - مبحث شرائع الطبيعة
Physiopathology,الفسيولوجية المرضية - مبحث الوظائف أثناء المرض
Physiopathology,الفيزيولوجيا المرضية
Physiophyly,نشأة الوظائف وتطورها
Physiopsychic,جثماني عقلي - جسدي نفساني
Physiopsychic,جسمي- عقلي
Physiopyrexia,حمي مصطنعة
Physiosis,تطبل - انتفاخ
Physiotherapeutist,خبير بالمعالجة الفيزيائية
Physiotherapy,المعالجة الفيزيائية - المعالجة بالعوامل الطبيعية
Physiotherapy,معالجة فيزيائية ـ معالجة حكمية
Physiotherapy,المعالجة الفيزيائية - العلاج الطبيعي
Physiotherapy,العلاج الطبيعي
Pyknic physique,الطراز الجسمي البدين
Pynic physique,البنية القصيرة البدينة ذات الأطراف القصيرة
Physique,البنية. الهيكل الجسماني
Physique,البنية
Physique,تكوين جسمي
Physis,شدفة أو صرمة النمو
Physo-,"سابقة بمعنى ""هواه""، ""هوائي"" أو ""غاز""، ""غازي"""
Physocele,قيلة غازية. أدرة هوائية
Physocephaly,أمفيزيما الرأس - انتفاخ الرأس
Physocephaly,انتفاخ الرأس
Physohematometra,تطبل الرحم - انتفاخ الرحم بالدم والغاز
Physohydrometra,ماء وهواء في الرحم
Physometra,تطبل الرحم - انتفاخ الرحم الغازي
Physopyosalpinx,قيح وغاز في البوق
Physostigmine,فيزوستغمين
Physostigminism,التسمم بالفيزوستغمين – التسمم بنبات فول كالابار
Phyt-,"سابقة بمعنى ""نبات"" أو ""نباتي"""
phyto-,"سابقة بمعنى ""نبات"" أو ""نباتي"""
Phytagglutinin,راصة نباتية
Phytagglutinin,راصة نباتية
Phytalbumin,آحين أو زلال نباتي
Phytalbumose,آحوز نباتي
Phytiatrica,الطب النباتي - العلاج بالأعشاب
Phytid,جلدية فطرية
Phyto-,بادئة تعني: نبات
Phytobezoar,بادزهر نباتي
Phytochemistry,الكيمياء النباتية
Phytocholesterol,كولسترول نباتي
phytosterol,كولسترول نباتي
Phytochrome,صبغ نباتي - تلوين نباتي
Phytodemic,وباء نباتي
Phytodetritus,فضلات نباتية
Phytogenesis,نشأة النبات - تكوين النبات
Phytogenetic,نباتي النشأة
phytogenic,مختص بتكوين النبات
Phytogenous,نباتي المصدر أو الأصل
Phytoglobulin,كريين نباتي
Phytography,وصف النباتات
Phytohormone,هورمون نباتي - حاثة نباتية
Phytoid,نظير النبات - نبتاني
Phytol,فيتول
Phytol,فيتول
Phytolacca,الصبغاء – اللك النباتي
Phytology,علم النبات
Phytomenadione,فيتومناديون – ضرب من فيتامين ك
Phytomitogen,مستقسم نباتي
Phytomitogen,مستقسم نباتي
Phytone,بروتين نباتي - فتون
Phytonosis,داء نباتي
Phytoparasite,طفيلي نباتي - نبات طفيلي - كشوت
Phytoparasite,طفيلي نباتي
Phytopathogenic,ممرض النبات - مسبب اعتلال النبات
Phytopathology,باثولوجيا النبات - علم أمراض النبات
Phytopathy,علة نباتية
