Source,German/Dutch,Arabic
DictionaryForMIDs dr.malek.homs,Unaccented,غير مشدّد
DictionaryForMIDs dr.malek.homs,Unaccrued,غير متجمّع
DictionaryForMIDs dr.malek.homs,Unaccused,غير متّهم
DictionaryForMIDs dr.malek.homs,Unachieved,غير منجز
DictionaryForMIDs dr.malek.homs,Unactable,غير قابل للتمثيل
DictionaryForMIDs dr.malek.homs,Unadapted,غير متكيّف
DictionaryForMIDs dr.malek.homs,Unaddicted,غير مدمن
DictionaryForMIDs dr.malek.homs,Unadjusted,غير معدّل
DictionaryForMIDs dr.malek.homs,Unadopted,غير متبنّى
DictionaryForMIDs dr.malek.homs,Unadorned,غير مزيّن
DictionaryForMIDs dr.malek.homs,Unadvised,غير منصوح
DictionaryForMIDs dr.malek.homs,Unaffected,غير متأثّر
DictionaryForMIDs dr.malek.homs,Unagitated,غير مهيّج
DictionaryForMIDs dr.malek.homs,Unaidedly,بشكل غير مدعوم
DictionaryForMIDs dr.malek.homs,Unalarmed,غير خائف
DictionaryForMIDs dr.malek.homs,Unalarming,غير خطير
DictionaryForMIDs dr.malek.homs,Unaligned,غير التّحالف
DictionaryForMIDs dr.malek.homs,Unalloyed,غير مخلوط
DictionaryForMIDs dr.malek.homs,Unalluring,غير فتنة
DictionaryForMIDs dr.malek.homs,Unaltered,بدون تعديل
DictionaryForMIDs dr.malek.homs,Unamended,غير معدّل
DictionaryForMIDs dr.malek.homs,Unamiable,غير محبوب
DictionaryForMIDs dr.malek.homs,Unamusing,غير مسلّي
DictionaryForMIDs dr.malek.homs,Unanalyzed,غير محلّل
DictionaryForMIDs dr.malek.homs,Unanchored,محلول مرساة
DictionaryForMIDs dr.malek.homs,Unanswered,لاجواب له
DictionaryForMIDs dr.malek.homs,Unapparent,غير ظاهر
DictionaryForMIDs dr.malek.homs,Unapproved,غير مصدّق
DictionaryForMIDs dr.malek.homs,Unaptness,اللامناسبة
DictionaryForMIDs dr.malek.homs,Unarguable,غير قابل للنقاش
DictionaryForMIDs dr.malek.homs,Unarguably,غير جدليا
DictionaryForMIDs dr.malek.homs,Unarmored,غير مدرّع
DictionaryForMIDs dr.malek.homs,Unarrested,غير معتقل
DictionaryForMIDs dr.malek.homs,Unashamed,بلا حياء
DictionaryForMIDs dr.malek.homs,Unaskedly,بشكل لم يسأل
DictionaryForMIDs dr.malek.homs,Unassayed,غير مجرّب
DictionaryForMIDs dr.malek.homs,Unassisted,غير مساعد
DictionaryForMIDs dr.malek.homs,Unassuming,متواضع
DictionaryForMIDs dr.malek.homs,Unathletic,غير رياضي
DictionaryForMIDs dr.malek.homs,Unattached,منفصل
DictionaryForMIDs dr.malek.homs,Unattended,غير مصحوب
DictionaryForMIDs dr.malek.homs,Unavailing,غير مجدي
DictionaryForMIDs dr.malek.homs,Unavenged,غير منتقم لـ
DictionaryForMIDs dr.malek.homs,Unavowedly,غير جهارا
DictionaryForMIDs dr.malek.homs,Unawakened,غير مصحو
DictionaryForMIDs dr.malek.homs,Unawarely,بشكل غافل
DictionaryForMIDs dr.malek.homs,Unbackedly,بشكل غير مروّض
DictionaryForMIDs dr.malek.homs,Unbagging,غير تكييس
DictionaryForMIDs dr.malek.homs,Unbanning,غير منع
DictionaryForMIDs dr.malek.homs,Unbaptized,غير معمّد
DictionaryForMIDs dr.malek.homs,Unbarbered,غير حلق
DictionaryForMIDs dr.malek.homs,Unbarring,غير منع
DictionaryForMIDs dr.malek.homs,Unbashful,غير خجول
DictionaryForMIDs dr.malek.homs,Unbearable,لا يطاق
DictionaryForMIDs dr.malek.homs,Unbearably,بشكل لا يطاق
DictionaryForMIDs dr.malek.homs,Unbeatable,لايهزم
DictionaryForMIDs dr.malek.homs,Unbeatenly,بشكل غير مهزوم
DictionaryForMIDs dr.malek.homs,Unbeknown,مجهول
DictionaryForMIDs dr.malek.homs,Unbeliever,المتشكّك
DictionaryForMIDs dr.malek.homs,Unbendable,مستحيل اللي
DictionaryForMIDs dr.malek.homs,Unbending,التعديل
DictionaryForMIDs dr.malek.homs,Unbiasedly,بشكل غير متحيّز
DictionaryForMIDs dr.malek.homs,Unbiassed,غير متحيّز
DictionaryForMIDs dr.malek.homs,Unbiddenly,بشكل غير مطلوب
DictionaryForMIDs dr.malek.homs,Unbigoted,غير متزمّت
DictionaryForMIDs dr.malek.homs,Unbinding,الحلّ
DictionaryForMIDs dr.malek.homs,Unblanking,غير مسح
DictionaryForMIDs dr.malek.homs,Unbleached,غير مقصور
DictionaryForMIDs dr.malek.homs,Unblended,غير ممزوج
DictionaryForMIDs dr.malek.homs,Unblinded,غير معمى
DictionaryForMIDs dr.malek.homs,Unblinking,لايرّف
DictionaryForMIDs dr.malek.homs,Unblocked,مفتوح
DictionaryForMIDs dr.malek.homs,Unblocking,الفتح
DictionaryForMIDs dr.malek.homs,Unblunted,غير مخشّن
DictionaryForMIDs dr.malek.homs,Unblushing,بلا حياء
DictionaryForMIDs dr.malek.homs,Unboastful,غير متبجّح
DictionaryForMIDs dr.malek.homs,Unbolting,الفتح
DictionaryForMIDs dr.malek.homs,Unbonneted,حاسر الرّأس
DictionaryForMIDs dr.malek.homs,Unborrowed,غير مستعار
DictionaryForMIDs dr.malek.homs,Unbosomed,مكشوف عن
DictionaryForMIDs dr.malek.homs,Unbosoming,الكشف عن
DictionaryForMIDs dr.malek.homs,Unbounded,غير محدود
DictionaryForMIDs dr.malek.homs,Unbranched,غير متفرّع
DictionaryForMIDs dr.malek.homs,Unbridled,حرّ
DictionaryForMIDs dr.malek.homs,Unbrokenly,بشكل تامّ
DictionaryForMIDs dr.malek.homs,Unbuckled,مفكوك إبزيم
DictionaryForMIDs dr.malek.homs,Unbuckles,يفكّ إبزيم
DictionaryForMIDs dr.malek.homs,Unbuckling,فكّ إبزيم
DictionaryForMIDs dr.malek.homs,Unbudging,غير متزحزح
DictionaryForMIDs dr.malek.homs,Unbuffered,غير مصقول
DictionaryForMIDs dr.malek.homs,Unbundled,مخرج
DictionaryForMIDs dr.malek.homs,Unburdened,محرّر
DictionaryForMIDs dr.malek.homs,Unburdens,يحرّر
DictionaryForMIDs dr.malek.homs,Unbuttered,غير مزبّد
DictionaryForMIDs dr.malek.homs,Unbuttoned,محلول أزرار
DictionaryForMIDs dr.malek.homs,Unbuttons,يحلّ أزرار
DictionaryForMIDs dr.malek.homs,Uncanceled,غير ملغي
DictionaryForMIDs dr.malek.homs,Uncandidly,بشكل غير صريح
DictionaryForMIDs dr.malek.homs,Uncannily,بشكل خارق للطبيعة
DictionaryForMIDs dr.malek.homs,Uncareful,غير حذر
DictionaryForMIDs dr.malek.homs,Uncarpeted,غير مفروش
DictionaryForMIDs dr.malek.homs,Unceasing,متواصل
DictionaryForMIDs dr.malek.homs,Uncensored,غير مراقب
DictionaryForMIDs dr.malek.homs,Unchained,محرّر
DictionaryForMIDs dr.malek.homs,Unchaining,التحرير
DictionaryForMIDs dr.malek.homs,Unchanging,ثابت
DictionaryForMIDs dr.malek.homs,Uncharged,محرّر
DictionaryForMIDs dr.malek.homs,Uncharted,مجهول
DictionaryForMIDs dr.malek.homs,Unchastity,غير عفة
DictionaryForMIDs dr.malek.homs,Unchilled,غير مبرّد
DictionaryForMIDs dr.malek.homs,Uncivilly,بشكل همجي
DictionaryForMIDs dr.malek.homs,Unclamped,غير مثبّت
DictionaryForMIDs dr.malek.homs,Unclamping,غير تثبيت
DictionaryForMIDs dr.malek.homs,Unclarity,غير وضوح
DictionaryForMIDs dr.malek.homs,Unclasped,مرخى
DictionaryForMIDs dr.malek.homs,Unclasping,الإرخاء
DictionaryForMIDs dr.malek.homs,Uncleaned,غير منظّف
DictionaryForMIDs dr.malek.homs,Uncleanly,بشكل قذر
DictionaryForMIDs dr.malek.homs,Unclenched,غير مثبّت
DictionaryForMIDs dr.malek.homs,Unclipped,غير مقصوص
DictionaryForMIDs dr.malek.homs,Uncloaked,مكشوف
DictionaryForMIDs dr.malek.homs,Unclosing,الفتح
DictionaryForMIDs dr.malek.homs,Unclothed,عاري
DictionaryForMIDs dr.malek.homs,Unclothes,يعرّي
DictionaryForMIDs dr.malek.homs,Unclouded,صافي
DictionaryForMIDs dr.malek.homs,Uncocking,التهيّأ
DictionaryForMIDs dr.malek.homs,Uncoiling,الحلّ
DictionaryForMIDs dr.malek.homs,Uncolored,بغير لون
DictionaryForMIDs dr.malek.homs,Uncombable,غير قابل للتّمشيط
DictionaryForMIDs dr.malek.homs,Uncomment,غير تعليق
DictionaryForMIDs dr.malek.homs,Uncommonly,غير إعتيادي
DictionaryForMIDs dr.malek.homs,Uncompiled,غير مجموع
DictionaryForMIDs dr.malek.homs,Uncomplex,غير معقّد
DictionaryForMIDs dr.malek.homs,Uncompress,إفتح
DictionaryForMIDs dr.malek.homs,Unconcern,عدم الإكتراث
DictionaryForMIDs dr.malek.homs,Unconcerns,عدم الإكتراث
DictionaryForMIDs dr.malek.homs,Unconfined,غير محصور
DictionaryForMIDs dr.malek.homs,Unconstant,غير ثابت
DictionaryForMIDs dr.malek.homs,Unconsumed,غير مستهلك
DictionaryForMIDs dr.malek.homs,Uncontable,أنكونتابل
DictionaryForMIDs dr.malek.homs,Uncordial,غير ودّي
DictionaryForMIDs dr.malek.homs,Uncorking,الفتح
DictionaryForMIDs dr.malek.homs,Uncoupled,مفصول
DictionaryForMIDs dr.malek.homs,Uncouples,يفصل
DictionaryForMIDs dr.malek.homs,Uncoupling,الفصل
DictionaryForMIDs dr.malek.homs,Uncouthly,بشكل فظّ
DictionaryForMIDs dr.malek.homs,Uncovering,الكشف
DictionaryForMIDs dr.malek.homs,Uncreased,غير متجعّد
DictionaryForMIDs dr.malek.homs,Uncreated,غير مخلوق
DictionaryForMIDs dr.malek.homs,Uncritical,غير ناقد
DictionaryForMIDs dr.malek.homs,Uncrosses,يلغي التقاطع
DictionaryForMIDs dr.malek.homs,Uncrossing,غير عبور
DictionaryForMIDs dr.malek.homs,Uncrowded,غير مزدحم
DictionaryForMIDs dr.malek.homs,Uncrowned,غير متوّج
DictionaryForMIDs dr.malek.homs,Unctuously,بشكل متزلف
DictionaryForMIDs dr.malek.homs,Uncultured,جاهل
DictionaryForMIDs dr.malek.homs,Uncurable,غير قابل للعلاج
DictionaryForMIDs dr.malek.homs,Uncynical,غير متهكم
DictionaryForMIDs dr.malek.homs,Undamaged,سليم
DictionaryForMIDs dr.malek.homs,Undaunted,غير متهيّب
DictionaryForMIDs dr.malek.homs,Undazzled,غير مبهر
DictionaryForMIDs dr.malek.homs,Undebugged,غير منقّح
DictionaryForMIDs dr.malek.homs,Undecayed,غير فاسد
DictionaryForMIDs dr.malek.homs,Undeceive,وضّح
DictionaryForMIDs dr.malek.homs,Undeceived,موضّح
DictionaryForMIDs dr.malek.homs,Undeceives,يوضّح
DictionaryForMIDs dr.malek.homs,Undecisive,غير حاسم
DictionaryForMIDs dr.malek.homs,Undeclared,غير مصرّح به
DictionaryForMIDs dr.malek.homs,Undefeated,غير مهزوم
DictionaryForMIDs dr.malek.homs,Undefiled,غير مدنّس
DictionaryForMIDs dr.malek.homs,Undefined,غير معرّف
DictionaryForMIDs dr.malek.homs,Undeformed,غير مشوّه
DictionaryForMIDs dr.malek.homs,Undelayed,غير متأخر
DictionaryForMIDs dr.malek.homs,Undeleted,أعيد
DictionaryForMIDs dr.malek.homs,Undeniable,مستحيل النكران
DictionaryForMIDs dr.malek.homs,Undeniably,بشكل لاينكر
DictionaryForMIDs dr.malek.homs,Undepicted,غير مصوّر
DictionaryForMIDs dr.malek.homs,Underacted,مقصّر
DictionaryForMIDs dr.malek.homs,Underacts,يقصّر
DictionaryForMIDs dr.malek.homs,Underbelly,أسفل البطن
DictionaryForMIDs dr.malek.homs,Underbids,يخصم
DictionaryForMIDs dr.malek.homs,Underbrush,الشّجيرات النّامية تحت الأشجار الكبيرة
DictionaryForMIDs dr.malek.homs,Undercoat,الطلاء التحتي
DictionaryForMIDs dr.malek.homs,Undercoats,الستر التحتانية
DictionaryForMIDs dr.malek.homs,Undercount,سجّل عدداً أقل
DictionaryForMIDs dr.malek.homs,Undercuts,لحوم المتن
DictionaryForMIDs dr.malek.homs,Underdogs,المستضعفون
DictionaryForMIDs dr.malek.homs,Underdone,غير تام
DictionaryForMIDs dr.malek.homs,Underfedly,بشكل ناقص التغذية
DictionaryForMIDs dr.malek.homs,Underfeed,أنقص تغذية
DictionaryForMIDs dr.malek.homs,Underflow,خطأ معالجة
DictionaryForMIDs dr.malek.homs,Underflows,يخطئ في المعالجة
DictionaryForMIDs dr.malek.homs,Underfoot,تحت القدمين
DictionaryForMIDs dr.malek.homs,Underframe,البنْية الدّاعمة
DictionaryForMIDs dr.malek.homs,Undergoes,يمرّ به
DictionaryForMIDs dr.malek.homs,Undergoing,المرور
DictionaryForMIDs dr.malek.homs,Undergone,ممرور ب
DictionaryForMIDs dr.malek.homs,Undergrad,الطالب الجامعي
DictionaryForMIDs dr.malek.homs,Undergrads,الطلاب الجامعيون
DictionaryForMIDs dr.malek.homs,Underheat,خفض الحرارة
DictionaryForMIDs dr.malek.homs,Underived,غير مشتقّ
DictionaryForMIDs dr.malek.homs,Underlain,موقوع تحت
DictionaryForMIDs dr.malek.homs,Underlies,يقع تحته
DictionaryForMIDs dr.malek.homs,Underlines,يؤكّد
DictionaryForMIDs dr.malek.homs,Underling,التابع
DictionaryForMIDs dr.malek.homs,Underlings,التوابع
DictionaryForMIDs dr.malek.homs,Undermined,مقوّض
DictionaryForMIDs dr.malek.homs,Undermines,يقوّض
DictionaryForMIDs dr.malek.homs,Undermost,الأدنى
DictionaryForMIDs dr.malek.homs,Underneath,تحت
DictionaryForMIDs dr.malek.homs,Underpass,الطريق السفلي
DictionaryForMIDs dr.malek.homs,Underpays,يدفع قليلا
DictionaryForMIDs dr.malek.homs,Underpins,يسند
DictionaryForMIDs dr.malek.homs,Underplay,تحفّظ
DictionaryForMIDs dr.malek.homs,Underplays,يتحفّظ
DictionaryForMIDs dr.malek.homs,Underplot,الحبكة الثانوية
DictionaryForMIDs dr.malek.homs,Underplots,الحبكات الثانوية
DictionaryForMIDs dr.malek.homs,Underprice,خفّض سعر
DictionaryForMIDs dr.malek.homs,Underrate,قلّل تقدير
DictionaryForMIDs dr.malek.homs,Underrated,مقلّل تقدير
DictionaryForMIDs dr.malek.homs,Underseas,تحت سطح البحر
DictionaryForMIDs dr.malek.homs,Undersell,إبخس الثمن
DictionaryForMIDs dr.malek.homs,Undersells,يُبخس الثمن
DictionaryForMIDs dr.malek.homs,Undershirt,القميص داخلي
DictionaryForMIDs dr.malek.homs,Undershoot,أطلق مقصراً عن الرمية
DictionaryForMIDs dr.malek.homs,Undershot,أطلق مقصراً الرمية
DictionaryForMIDs dr.malek.homs,Underside,الجانب السفلي
DictionaryForMIDs dr.malek.homs,Undersides,الجوانب السفلي
DictionaryForMIDs dr.malek.homs,Undersign,وقّع
DictionaryForMIDs dr.malek.homs,Undersigns,يوقّع
DictionaryForMIDs dr.malek.homs,Undersize,أصغر من الحجم العادي
DictionaryForMIDs dr.malek.homs,Undersized,أصغر من الحجم العادي
DictionaryForMIDs dr.malek.homs,Underskirt,التنورة التحتية
DictionaryForMIDs dr.malek.homs,Underslung,معلّق من أسفل
DictionaryForMIDs dr.malek.homs,Undersold,بيع أرخص منه
DictionaryForMIDs dr.malek.homs,Understand,إفهم
DictionaryForMIDs dr.malek.homs,Understate,إغمطه
DictionaryForMIDs dr.malek.homs,Understood,مفهوم
DictionaryForMIDs dr.malek.homs,Undertake,تعهّد
DictionaryForMIDs dr.malek.homs,Undertaken,متعهّد
DictionaryForMIDs dr.malek.homs,Undertakes,يتعهّد
DictionaryForMIDs dr.malek.homs,Undertone,النغمة الخفيفة
DictionaryForMIDs dr.malek.homs,Undertones,النغمات الخفيفة
DictionaryForMIDs dr.malek.homs,Undertook,تعهّد
DictionaryForMIDs dr.malek.homs,Undertows,التيارات البحرية
DictionaryForMIDs dr.malek.homs,Undervalue,إبخس
DictionaryForMIDs dr.malek.homs,Undervest,القميص الداخلي
DictionaryForMIDs dr.malek.homs,Undervests,القمصان الداخليّة
DictionaryForMIDs dr.malek.homs,Underwater,تحت الماء
DictionaryForMIDs dr.malek.homs,Underwear,الملابس الداخلية
DictionaryForMIDs dr.malek.homs,Underwears,الملابس الداخلية
DictionaryForMIDs dr.malek.homs,Underwent,مرّ به
DictionaryForMIDs dr.malek.homs,Underwhelm,خيّب
DictionaryForMIDs dr.malek.homs,Underwood,الشّجيرات النّامية تحت الأشجار الكبيرة
DictionaryForMIDs dr.malek.homs,Underworld,عالم الجريمة
DictionaryForMIDs dr.malek.homs,Underwrite,أمّن عليه
DictionaryForMIDs dr.malek.homs,Underwrote,أمّن عليه
DictionaryForMIDs dr.malek.homs,Undeserved,غير مستحق
DictionaryForMIDs dr.malek.homs,Undesigned,غير مقصود
DictionaryForMIDs dr.malek.homs,Undesired,غير مطلوب
DictionaryForMIDs dr.malek.homs,Undesirous,غير توّاق
DictionaryForMIDs dr.malek.homs,Undetached,غير مفصول
DictionaryForMIDs dr.malek.homs,Undetected,غير مكتشف
DictionaryForMIDs dr.malek.homs,Undeterred,هيّاب
DictionaryForMIDs dr.malek.homs,Undeviated,غير منحرف
DictionaryForMIDs dr.malek.homs,Undialyzed,غير مفرز
DictionaryForMIDs dr.malek.homs,Undidactic,غير تعليمي
DictionaryForMIDs dr.malek.homs,Undiffused,غير منشور
DictionaryForMIDs dr.malek.homs,Undilated,غير متوسّع
DictionaryForMIDs dr.malek.homs,Undiluted,غير مخفّف
DictionaryForMIDs dr.malek.homs,Undirected,غير موجّه
DictionaryForMIDs dr.malek.homs,Undismayed,غير هيّاب
DictionaryForMIDs dr.malek.homs,Undisputed,غير متنازع عليه
DictionaryForMIDs dr.malek.homs,Undivorced,غير مطلّق
DictionaryForMIDs dr.malek.homs,Undogmatic,غير عَقَديّ
DictionaryForMIDs dr.malek.homs,Undoubled,غير مضاعف
DictionaryForMIDs dr.malek.homs,Undoubted,غير مشكوك فيه
DictionaryForMIDs dr.malek.homs,Undoubtful,غير مريب
DictionaryForMIDs dr.malek.homs,Undrained,غير جافّ
DictionaryForMIDs dr.malek.homs,Undramatic,غير مثير
DictionaryForMIDs dr.malek.homs,Undreamed,غير محلوم
DictionaryForMIDs dr.malek.homs,Undreamtly,بشكل غير متخيَّل
DictionaryForMIDs dr.malek.homs,Undressed,عاري
DictionaryForMIDs dr.malek.homs,Undresses,ثياب البيت
DictionaryForMIDs dr.malek.homs,Undressing,نزع ملابس
DictionaryForMIDs dr.malek.homs,Undulated,متموّج
DictionaryForMIDs dr.malek.homs,Undulates,يتموّج
DictionaryForMIDs dr.malek.homs,Undulating,التموّج
DictionaryForMIDs dr.malek.homs,Undulatory,يتحرك بتموّج
DictionaryForMIDs dr.malek.homs,Undutiful,غير مطيع
DictionaryForMIDs dr.malek.homs,Undyingly,بشكل أبديّ
